iso3c,region_id,country_name,income_id,city_name,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,institutional_framework_department_dedicated_to_solid_waste_management_na,legal_framework_long_term_integrated_solid_waste_master_plan_na,legal_framework_solid_waste_management_rules_and_regulations_na,population_population_number_of_people,primary_collection_mode_form_of_primary_collection_na,separation_existence_of_source_separation_na,total_msw_total_msw_generated_tons_year,measurement,units,year,source
UZB,ECS,Uzbekistan,LMC,Tashkent,38.4,3.7,3.4,21,18.9,,Yes,No,Yes,2251000.0,Centralized drop-off point,No,500000,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
VEN,LCN,"Venezuela, RB",UMC,Caracas,50,,,50,,,Yes,No,Yes,3220540.0,Centralized drop-off point,,1787940,population_population_number_of_people,# of people,2010.0,"Metropolitan City Hall of Caracas. 2012. ""Advances of the strategic plan, Metropolitan Caracas 2020."" [Alcaldía Metropolitana de Caracas. 2012. ""Avances del plan estratégico, Caracas metropolitano 2020.""] Caracas, July."
VNM,EAS,Vietnam,LMC,Hanoi,59.1,2.4,0.9,19.8,5.9,8.6,Yes,,Yes,3629000.0,Door-to-door collection,No,2390750,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
VNM,EAS,Vietnam,LMC,Ho Chi Minh City,69,,0.2,10.8,3.0,16,Yes,,,7981900.0,Door-to-door collection,No,2518500,population_population_number_of_people,# of people,2014.0,"Verma, R. L., G. Borongan, and M. Memon. 2015. ""Municipal solid waste management in Ho Chi Minh City, Vietnam: Current Practices and Future Recommendations."" Procedia Environmental Sciences: 35 (2016) 127 – 139."
VUT,EAS,Vanuatu,LMC,Port Vila,62.8,7.8,4.6,9.4,6.1,7.9,Yes,,,44039.0,Door-to-door collection,,27000,population_population_number_of_people,# of people,2013.0,"SPREP (Secretariat of the Pacific Regional Environment Programme). 2014. ""Waste characterization report 2014."" Accessed May 22, 2017. https://www.sprep.org/j-prism/reports-a-materials. "
WSM,EAS,Samoa,UMC,Upolu (Apia),3.8,2.17,8.83,26.22,7.2,13.04,Yes,,Yes,147184.0,Door-to-door collection,Yes,,population_population_number_of_people,# of people,2016.0,"Samoa Bureau of Statistics. 2016. ""Village Directory 2016."" Census 2016 Preliminary Count. Accessed May 4, 2017. http://sbs.gov.ws/index.php/new-document-library?view=downloadandfileId=1954."
XKX,ECS,Kosovo,LMC,Gjilan,,,,,,,No,Yes,Yes,90015.0,,No,27000,population_population_number_of_people,# of people,2011.0,"Berlin University of Technology. 2017. ""Solid Waste Management in Kosovo. Assessment of a Waste Bank Model in Dardania, Pristina."" Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH. University of Pristina. Municipality of Pristina. ISBN978-3-981279-6-1. Berlin, February. "
XKX,ECS,Kosovo,LMC,Pristina,40.87,4.45,1.18,24.72,12.83,14.78,Yes,,,210000.0,Other,,130928,population_population_number_of_people,# of people,2017.0,"World Population Review. 2018c. ""Kosovo Population."" http://worldpopulationreview.com/countries/kosovo-population/."
YEM,MEA,"Yemen, Rep.",LIC,Sanaá,65,1,6,6,7.0,10,Yes,No,Yes,2330689.0,Door-to-door collection,No,510420.89,population_population_number_of_people,# of people,2016.0,"Al-Eryani, Muammer. 2017. Director of Solid Waste Management, Ministry of Local Administration (MoLA), Government of Yemen. Personal communication with the World Bank."
ZAF,SSF,South Africa,UMC,Johannesburg ,,,,,,,Yes,Yes,Yes,4434827.0,,No,1867000,population_population_number_of_people,# of people,2011.0,"Statistics South Africa. 2011a. ""City of Johannesburg."" http://www.statssa.gov.za/?page_id=993andid=city-of-johannesburg-municipality."
ZAF,SSF,South Africa,UMC,Cape Town,47,4,14,22,7.0,6,,,,3430000.0,,,1251950,population_population_number_of_people,# of people,2012.0,"Miezah, Kodwo, Kwasi Obiri-Danso, Zsófia Kádár, Bernard Fei-Baffoe, and Moses Y. Mensah. 2015. ""Municipal solid waste characterization and quantification as a measure towards effective waste management in Ghana."" Waste Management 46 (2015) 15–27."
ZAF,SSF,South Africa,UMC,Bloemfontein ,42.6,9.6,4.4,7.5,18.2,17.7,Yes,,,256185.0,,No,,population_population_number_of_people,# of people,2011.0,"Statistics South Africa. 2011b. ""Key Statistics."" http://www.statssa.gov.za/?page_id=4286andid=7349."
ZAF,SSF,South Africa,UMC,Durban,42.5,7.1,6.9,6.8,19.3,17.4,,,,2739000.0,,,1421541,population_population_number_of_people,# of people,2010.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ZMB,SSF,Zambia,LMC,Ndola ,40,,,16.66,5.0,8.33,,,,453000.0,,,85979.4,population_population_number_of_people,# of people,2010.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ZMB,SSF,Zambia,LMC,Lusaka,40,2,2,40,9.0,7,,,,1719000.0,,,530000,population_population_number_of_people,# of people,2010.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ZWE,SSF,Zimbabwe,LIC,Norton,62.3,2.7,4.9,16.2,4.8,9.1,,,,58421.0,,,14021.039999999999,population_population_number_of_people,# of people,2012.0,"GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). 2013d. “Household, Commercial and Industrial Solid Waste Characterisation Study: Norton,” by Hailey Johnson."
ZWE,SSF,Zimbabwe,LIC,Chinhoyi,62.8,3.5,5.4,14.7,5.0,8.6,,,,98000.0,,,25480,population_population_number_of_people,# of people,2012.0,"GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). 2013a. “Household, Commercial and Industrial Solid Waste Characterisation Study: Chinhoyi,” by Hailey Johnson. "
ZWE,SSF,Zimbabwe,LIC,Harare ,22.61,6.45,,32.74,19.69,18.1,Yes,,,1379000.0,Door-to-door collection,No,352334.5,population_population_number_of_people,# of people,2000.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
ZWE,SSF,Zimbabwe,LIC,Gweru,62.4,3,3.8,13.9,6.7,10.2,,,,157865.0,,,37887.599999999999,population_population_number_of_people,# of people,2014.0,"GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). 2014b. “Household and Commercial Solid Waste Characterisation Study: Gweru,” by Hailey Johnson. "
ZWE,SSF,Zimbabwe,LIC,Kariba,52,2,3,25,7.0,11,,,,26512.0,,,7423.3600000000006,population_population_number_of_people,# of people,2012.0,"GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). 2013c. “Household and Commercial Solid Waste Characterisation Study: Kariba,” by Hailey Johnson."
